URL,Title,PRICE,CODE NUMBER,LOCATION,PROPERTY TYPE,TYPE,Description,Area of Land,Image URLs,Full Bathrooms,Half Bathrooms,Construction Area,Parking Lot,Rooms
https://remax-central.com.sv/en/properties/on-sale-corner-house-at-santa-rosa-de-lima-la-union,"ON SALE, CORNER HOUSE AT SANTA ROSA DE LIMA, LA UNION",850000,V07-004092,La Unión,Commercial,Sale,"To date it functions as a Bazaar in the center of the city, by the Main Park, this property of 546.52v2 and 381.97m2, corner, one floor, which consists of two full bathrooms, five bedrooms, one of them with a cellar and a large sales room of approximately 70m2.  Garage for one vehicle.FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/1FRri56SvgaVJB0JRlFz-thumb.png', 'https://remax-central.com.sv/storage/properties/nHwYy8jgNm1R8SDvYFrl-thumb.png', 'https://remax-central.com.sv/storage/properties/5ZlPoX4tfGU980IMTehB-thumb.png', 'https://remax-central.com.sv/storage/properties/cuwQQquJZWWxwMsLSQkR-thumb.png', 'https://remax-central.com.sv/storage/properties/uso61tEUCrP2TorWvifn-thumb.png', 'https://remax-central.com.sv/storage/properties/YMgv84gcZvoPUxbW1yoC-thumb.png', 'https://remax-central.com.sv/storage/properties/i5PVeW2W8vUQqi9eM7LM-thumb.png', 'https://remax-central.com.sv/storage/properties/JisE8bi23JsXpNftY4aa-thumb.png', 'https://remax-central.com.sv/storage/properties/1FRri56SvgaVJB0JRlFz-thumb.png', 'https://remax-central.com.sv/storage/properties/nHwYy8jgNm1R8SDvYFrl-thumb.png', 'https://remax-central.com.sv/storage/properties/5ZlPoX4tfGU980IMTehB-thumb.png', 'https://remax-central.com.sv/storage/properties/cuwQQquJZWWxwMsLSQkR-thumb.png', 'https://remax-central.com.sv/storage/properties/uso61tEUCrP2TorWvifn-thumb.png', 'https://remax-central.com.sv/storage/properties/YMgv84gcZvoPUxbW1yoC-thumb.png', 'https://remax-central.com.sv/storage/properties/i5PVeW2W8vUQqi9eM7LM-thumb.png', 'https://remax-central.com.sv/storage/properties/JisE8bi23JsXpNftY4aa-thumb.png', 'https://remax-central.com.sv/storage/properties/1FRri56SvgaVJB0JRlFz-thumb.png', 'https://remax-central.com.sv/storage/properties/nHwYy8jgNm1R8SDvYFrl-thumb.png', 'https://remax-central.com.sv/storage/properties/5ZlPoX4tfGU980IMTehB-thumb.png', 'https://remax-central.com.sv/storage/properties/cuwQQquJZWWxwMsLSQkR-thumb.png']",,,,1,
https://remax-central.com.sv/en/properties/on-sale-corner-house-at-santa-rosa-de-lima-la-union-1,"ON SALE, HOUSE NEXT TO CORNER HOUSE AT SANTA ROSA DE LIMA, LA UNION",675000,V01-004099,Santa Rosa De Lima,Residential,Sale,"House for Sale, in the center of two properties that are currently for sale and can be bought together, of 431.25v2 and 301.25m2 of construction;  We have this house that can be used for housing or commercial use, located in the center of Santa Rosa de Lima, near the park and town hall, with three bedrooms, the main one with a bathroom and a cellar, the two junior ones share a bathroom, living room, dining room , kitchen, complete service area, corridors, central patio and garage for 1 vehicle.  Ideal to be used for business, commerce, office or others.FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/ZuDh5PsaDMZI0n4kqt7j-thumb.png', 'https://remax-central.com.sv/storage/properties/ULcqeP2rKLwLH8kTkJC9-thumb.png', 'https://remax-central.com.sv/storage/properties/uAwINZsUETxmhmibJv71-thumb.png', 'https://remax-central.com.sv/storage/properties/TJh5Iu381BFXKbMt4L8L-thumb.png', 'https://remax-central.com.sv/storage/properties/kBpaG1vTeauRZzchVzPu-thumb.png', 'https://remax-central.com.sv/storage/properties/8PT8iExliXDYRzk3siPE-thumb.png', 'https://remax-central.com.sv/storage/properties/Gpktr8WkIeCFmli3O0b3-thumb.png', 'https://remax-central.com.sv/storage/properties/o2GnvGXp9zuuJEzTLq9g-thumb.png', 'https://remax-central.com.sv/storage/properties/jhfiRQiFA8DLcnT62304-thumb.png', 'https://remax-central.com.sv/storage/properties/ZuDh5PsaDMZI0n4kqt7j-thumb.png', 'https://remax-central.com.sv/storage/properties/ULcqeP2rKLwLH8kTkJC9-thumb.png', 'https://remax-central.com.sv/storage/properties/uAwINZsUETxmhmibJv71-thumb.png', 'https://remax-central.com.sv/storage/properties/TJh5Iu381BFXKbMt4L8L-thumb.png', 'https://remax-central.com.sv/storage/properties/kBpaG1vTeauRZzchVzPu-thumb.png', 'https://remax-central.com.sv/storage/properties/8PT8iExliXDYRzk3siPE-thumb.png', 'https://remax-central.com.sv/storage/properties/Gpktr8WkIeCFmli3O0b3-thumb.png', 'https://remax-central.com.sv/storage/properties/o2GnvGXp9zuuJEzTLq9g-thumb.png', 'https://remax-central.com.sv/storage/properties/jhfiRQiFA8DLcnT62304-thumb.png', 'https://remax-central.com.sv/storage/properties/ZuDh5PsaDMZI0n4kqt7j-thumb.png', 'https://remax-central.com.sv/storage/properties/ULcqeP2rKLwLH8kTkJC9-thumb.png', 'https://remax-central.com.sv/storage/properties/uAwINZsUETxmhmibJv71-thumb.png']",,,,1,
https://remax-central.com.sv/en/properties/on-sale-house-next-to-corner-house-at-santa-rosa-de-lima-la-union,"ON SALE, AT 1A AVE SUR, SANTA ROSA DE LIMA, LA UNION",560000,V01-004100,Santa Rosa De Lima,Residential,Sale,"House for Sale, on the corner on 1st Avenue South, on the same block as two more properties, which at the moment are for sale and can be purchased together, of 233.99 v2 and 163.54 m2 of construction;  We have this house that can be used for housing or commercial use, located in the center of Santa Rosa de Lima, near the park and town hall, with four bedrooms, the main one with a bathroom and the two junior ones share a bathroom, living room, dining room, kitchen, Complete service area, corridors, a semi-bathroom, central patio and garage for one vehicle.  Ideal to be used for housing, business, commerce, office or others.FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/BM0Z2InONaFuTAIrjw2s-thumb.png', 'https://remax-central.com.sv/storage/properties/1CVv2J4cFaZYVrhoJhL2-thumb.png', 'https://remax-central.com.sv/storage/properties/Cq12YnoGtQKwR7st1lbw-thumb.png', 'https://remax-central.com.sv/storage/properties/pqtchuLpB9MiUu1yvG98-thumb.png', 'https://remax-central.com.sv/storage/properties/zmcBH0GBTkN8FKxb8mnA-thumb.png', 'https://remax-central.com.sv/storage/properties/e9zOOmnBO5efDC6VAzvg-thumb.png', 'https://remax-central.com.sv/storage/properties/lu1L4Vbk3H6HEP7kRf1p-thumb.png', 'https://remax-central.com.sv/storage/properties/BM0Z2InONaFuTAIrjw2s-thumb.png', 'https://remax-central.com.sv/storage/properties/1CVv2J4cFaZYVrhoJhL2-thumb.png', 'https://remax-central.com.sv/storage/properties/Cq12YnoGtQKwR7st1lbw-thumb.png', 'https://remax-central.com.sv/storage/properties/pqtchuLpB9MiUu1yvG98-thumb.png', 'https://remax-central.com.sv/storage/properties/zmcBH0GBTkN8FKxb8mnA-thumb.png', 'https://remax-central.com.sv/storage/properties/e9zOOmnBO5efDC6VAzvg-thumb.png', 'https://remax-central.com.sv/storage/properties/lu1L4Vbk3H6HEP7kRf1p-thumb.png', 'https://remax-central.com.sv/storage/properties/BM0Z2InONaFuTAIrjw2s-thumb.png', 'https://remax-central.com.sv/storage/properties/1CVv2J4cFaZYVrhoJhL2-thumb.png', 'https://remax-central.com.sv/storage/properties/Cq12YnoGtQKwR7st1lbw-thumb.png', 'https://remax-central.com.sv/storage/properties/pqtchuLpB9MiUu1yvG98-thumb.png', 'https://remax-central.com.sv/storage/properties/zmcBH0GBTkN8FKxb8mnA-thumb.png']",,,,1,
https://remax-central.com.sv/en/properties/143-m2-office-space-in-l-espace-calle-la-mascota/a,160 M2 Office space in L'Espace (Calle La Mascota),25 / m2,A07-003850,Colonia La Mascota,Commercial,Rent,"160 M2 Office Space 'Finished"" (Air Conditioning, carpet, lighting, ceiling and finished walls). Office enclosures (gypsum board and glass) already installed. Space ready to go. Includes 10 parking spaces. Space suitable for International Organization. Very accessible to public transportation.FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/S6NXmbfoPSDTbmghACvg-thumb.jpg', 'https://remax-central.com.sv/storage/properties/CVU0d2c3fVujtZoi5s21-thumb.jpg', 'https://remax-central.com.sv/storage/properties/yz93HNT4eDzxOIBTSGGp-thumb.jpg', 'https://remax-central.com.sv/storage/properties/fuftvp9DnnjXk0ncRSGj-thumb.jpg', 'https://remax-central.com.sv/storage/properties/xdtb5v512JntFg0yXDsO-thumb.jpg', 'https://remax-central.com.sv/storage/properties/PLtmRmtJnNWqOzOnG5BT-thumb.jpeg', 'https://remax-central.com.sv/storage/properties/S6NXmbfoPSDTbmghACvg-thumb.jpg', 'https://remax-central.com.sv/storage/properties/CVU0d2c3fVujtZoi5s21-thumb.jpg', 'https://remax-central.com.sv/storage/properties/yz93HNT4eDzxOIBTSGGp-thumb.jpg', 'https://remax-central.com.sv/storage/properties/fuftvp9DnnjXk0ncRSGj-thumb.jpg', 'https://remax-central.com.sv/storage/properties/xdtb5v512JntFg0yXDsO-thumb.jpg', 'https://remax-central.com.sv/storage/properties/PLtmRmtJnNWqOzOnG5BT-thumb.jpeg', 'https://remax-central.com.sv/storage/properties/S6NXmbfoPSDTbmghACvg-thumb.jpg', 'https://remax-central.com.sv/storage/properties/CVU0d2c3fVujtZoi5s21-thumb.jpg', 'https://remax-central.com.sv/storage/properties/yz93HNT4eDzxOIBTSGGp-thumb.jpg', 'https://remax-central.com.sv/storage/properties/fuftvp9DnnjXk0ncRSGj-thumb.jpg', 'https://remax-central.com.sv/storage/properties/xdtb5v512JntFg0yXDsO-thumb.jpg', 'https://remax-central.com.sv/storage/properties/PLtmRmtJnNWqOzOnG5BT-thumb.jpeg']",,,160,,
https://remax-central.com.sv/en/properties/plot-of-land-between-sensuntepeque-guacotecti,Plot of land between Sensuntepeque & Guacotecti,74000,V15-004098,No Aplica,Terrain,Sale,"Property for sale with 3 buildings ready to remodel. 8 meters in front of the paved street between Guacotecti and Sensuntepeque. Water and electricity feasible, all documentation in order and ready for transfer. Schedule your visit now!FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/BrUb3UIxjUKwUUv5tXTd-thumb.png', 'https://remax-central.com.sv/storage/properties/mMe5PJwPUuj7Ka323ijc-thumb.png', 'https://remax-central.com.sv/storage/properties/tH8EOw1kJB1O0sUIzQrZ-thumb.png', 'https://remax-central.com.sv/storage/properties/s44WYHow88XTTeSVI5qv-thumb.png', 'https://remax-central.com.sv/storage/properties/g6gjfBq1k3NYXjB1KEiD-thumb.png', 'https://remax-central.com.sv/storage/properties/BrUb3UIxjUKwUUv5tXTd-thumb.png', 'https://remax-central.com.sv/storage/properties/mMe5PJwPUuj7Ka323ijc-thumb.png', 'https://remax-central.com.sv/storage/properties/tH8EOw1kJB1O0sUIzQrZ-thumb.png', 'https://remax-central.com.sv/storage/properties/s44WYHow88XTTeSVI5qv-thumb.png', 'https://remax-central.com.sv/storage/properties/g6gjfBq1k3NYXjB1KEiD-thumb.png', 'https://remax-central.com.sv/storage/properties/BrUb3UIxjUKwUUv5tXTd-thumb.png', 'https://remax-central.com.sv/storage/properties/mMe5PJwPUuj7Ka323ijc-thumb.png', 'https://remax-central.com.sv/storage/properties/tH8EOw1kJB1O0sUIzQrZ-thumb.png', 'https://remax-central.com.sv/storage/properties/s44WYHow88XTTeSVI5qv-thumb.png', 'https://remax-central.com.sv/storage/properties/g6gjfBq1k3NYXjB1KEiD-thumb.png']",,,909,,
https://remax-central.com.sv/en/properties/plot-of-land-with-fixer-upper-in-between-sensuntepeque-guacotecti,Plot of land with fixer upper in between Sensuntepeque & Guacotecti,144000,V01-004097,No Aplica,Residential,Sale,"Property for sale with 3 buildings ready to remodel. 8 meters in front of the paved street between Guacotecti and Sensuntepeque. Water and electricity feasible, all documentation in order and ready for transfer. Schedule your visit now!FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/BWY1Imh3O1I8Q5D8dYJo-thumb.png', 'https://remax-central.com.sv/storage/properties/Ced7dtC3zvg22aQS67Yr-thumb.png', 'https://remax-central.com.sv/storage/properties/dHS4dXKLOpXKgPR2jPh4-thumb.png', 'https://remax-central.com.sv/storage/properties/RpVMWMPqaPUrvfHfScbc-thumb.png', 'https://remax-central.com.sv/storage/properties/klczoiSORJTztKc2YeT2-thumb.png', 'https://remax-central.com.sv/storage/properties/gETZXdJcnMOLE5hXnWSE-thumb.png', 'https://remax-central.com.sv/storage/properties/alTiLkHCoQVqNk0WdqiH-thumb.png', 'https://remax-central.com.sv/storage/properties/oP0yiu86AAqJAqaYmOrA-thumb.png', 'https://remax-central.com.sv/storage/properties/0ISuFNqwpErvsH5Igooj-thumb.png', 'https://remax-central.com.sv/storage/properties/iUkM34Zuk0RaQ3LlbLO5-thumb.png', 'https://remax-central.com.sv/storage/properties/BWY1Imh3O1I8Q5D8dYJo-thumb.png', 'https://remax-central.com.sv/storage/properties/Ced7dtC3zvg22aQS67Yr-thumb.png', 'https://remax-central.com.sv/storage/properties/dHS4dXKLOpXKgPR2jPh4-thumb.png', 'https://remax-central.com.sv/storage/properties/RpVMWMPqaPUrvfHfScbc-thumb.png', 'https://remax-central.com.sv/storage/properties/klczoiSORJTztKc2YeT2-thumb.png', 'https://remax-central.com.sv/storage/properties/gETZXdJcnMOLE5hXnWSE-thumb.png', 'https://remax-central.com.sv/storage/properties/alTiLkHCoQVqNk0WdqiH-thumb.png', 'https://remax-central.com.sv/storage/properties/oP0yiu86AAqJAqaYmOrA-thumb.png', 'https://remax-central.com.sv/storage/properties/0ISuFNqwpErvsH5Igooj-thumb.png', 'https://remax-central.com.sv/storage/properties/iUkM34Zuk0RaQ3LlbLO5-thumb.png', 'https://remax-central.com.sv/storage/properties/BWY1Imh3O1I8Q5D8dYJo-thumb.png', 'https://remax-central.com.sv/storage/properties/Ced7dtC3zvg22aQS67Yr-thumb.png']",,,1536,,
https://remax-central.com.sv/en/properties/house-for-sale-in-barrio-san-antonio-santa-ana,"HOUSE FOR SALE IN BARRIO SAN ANTONIO, SANTA ANA",75000,V01-004078,Santa Ana,Residential,Sale,"Nice housing  property for sale. Proper for a couple has space for garage, living, dinning, kitchen and modern bathroom. Semi furnished the house has an area to build or keep as a garden area with fruty trees, BBQ place and water tank. With a friendly neighborhood and all necessary to live by hand and stay in peace and comfortably. Its at your disposition this comfy and functional house.
Shall we talk?FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/UpKZjxrwTVNzJpaz2rlU-thumb.png', 'https://remax-central.com.sv/storage/properties/lcPoIqyz9ViGsgNRRVy0-thumb.png', 'https://remax-central.com.sv/storage/properties/GGsfl6lTDtbpKabIHlbW-thumb.png', 'https://remax-central.com.sv/storage/properties/vMmqUS2jbdLbIQw8pvTL-thumb.png', 'https://remax-central.com.sv/storage/properties/MU2OIMDenUF6ZU2DPqNQ-thumb.png', 'https://remax-central.com.sv/storage/properties/g3E1Af4DhAKkxhaqgYYs-thumb.png', 'https://remax-central.com.sv/storage/properties/UpKZjxrwTVNzJpaz2rlU-thumb.png', 'https://remax-central.com.sv/storage/properties/lcPoIqyz9ViGsgNRRVy0-thumb.png', 'https://remax-central.com.sv/storage/properties/GGsfl6lTDtbpKabIHlbW-thumb.png', 'https://remax-central.com.sv/storage/properties/vMmqUS2jbdLbIQw8pvTL-thumb.png', 'https://remax-central.com.sv/storage/properties/MU2OIMDenUF6ZU2DPqNQ-thumb.png', 'https://remax-central.com.sv/storage/properties/g3E1Af4DhAKkxhaqgYYs-thumb.png', 'https://remax-central.com.sv/storage/properties/UpKZjxrwTVNzJpaz2rlU-thumb.png', 'https://remax-central.com.sv/storage/properties/lcPoIqyz9ViGsgNRRVy0-thumb.png', 'https://remax-central.com.sv/storage/properties/GGsfl6lTDtbpKabIHlbW-thumb.png', 'https://remax-central.com.sv/storage/properties/vMmqUS2jbdLbIQw8pvTL-thumb.png', 'https://remax-central.com.sv/storage/properties/MU2OIMDenUF6ZU2DPqNQ-thumb.png', 'https://remax-central.com.sv/storage/properties/g3E1Af4DhAKkxhaqgYYs-thumb.png']",,,,1,
https://remax-central.com.sv/en/properties/land-for-sale-in-playa-san-diego-la-libertad,LAND FOR SALE IN PLAYA SAN DIEGO LA LIBERTAD,197000,V15-004093,San Diego,Terrain,Sale,"Land for sale ideal to build recreational property on San Diego beach.
The land has an area of ​​7827.19 V2, it is located on the seventh and eighth row, ideal for building a large recreational house or for a subdivision.
The land is completely flat throughout its entire length.
Its privileged location very close to Surf City and less than an hour from San Slavdor makes it a very attractive investment in an area of ​​great added value. 
Make your appointment!FacebookTwitterEnviarPrintWhatsapp",7827.19,"['https://remax-central.com.sv/storage/properties/8nZd7ILfVVbDKjupR6WP-thumb.png', 'https://remax-central.com.sv/storage/properties/U6cmcfJT7obzX0nABe43-thumb.png', 'https://remax-central.com.sv/storage/properties/DRUeqER8RLtAhDlgdkQJ-thumb.png', 'https://remax-central.com.sv/storage/properties/prTNUAzbKT3GvslLRV47-thumb.png', 'https://remax-central.com.sv/storage/properties/wrcSGb1igQmahKMoOB91-thumb.png', 'https://remax-central.com.sv/storage/properties/AgBwUULM3eH8lw8zKkUl-thumb.png', 'https://remax-central.com.sv/storage/properties/ObnJDeCPv69FTXuvdAh1-thumb.png', 'https://remax-central.com.sv/storage/properties/aFlWtExBeXSMIW2yJt73-thumb.png', 'https://remax-central.com.sv/storage/properties/3USDbDCKck31oSmyNbVg-thumb.png', 'https://remax-central.com.sv/storage/properties/mrLweaZGARCWEcbPesuJ-thumb.png', 'https://remax-central.com.sv/storage/properties/8nZd7ILfVVbDKjupR6WP-thumb.png', 'https://remax-central.com.sv/storage/properties/U6cmcfJT7obzX0nABe43-thumb.png', 'https://remax-central.com.sv/storage/properties/DRUeqER8RLtAhDlgdkQJ-thumb.png', 'https://remax-central.com.sv/storage/properties/prTNUAzbKT3GvslLRV47-thumb.png', 'https://remax-central.com.sv/storage/properties/wrcSGb1igQmahKMoOB91-thumb.png', 'https://remax-central.com.sv/storage/properties/AgBwUULM3eH8lw8zKkUl-thumb.png', 'https://remax-central.com.sv/storage/properties/ObnJDeCPv69FTXuvdAh1-thumb.png', 'https://remax-central.com.sv/storage/properties/aFlWtExBeXSMIW2yJt73-thumb.png', 'https://remax-central.com.sv/storage/properties/3USDbDCKck31oSmyNbVg-thumb.png', 'https://remax-central.com.sv/storage/properties/mrLweaZGARCWEcbPesuJ-thumb.png', 'https://remax-central.com.sv/storage/properties/8nZd7ILfVVbDKjupR6WP-thumb.png', 'https://remax-central.com.sv/storage/properties/U6cmcfJT7obzX0nABe43-thumb.png']",,,,,
https://remax-central.com.sv/en/properties/jjjjjjjjjjjjjjjjjjjjjjjj,QUEZALTEPEQUE 11 APPLE IDEAl for developing a proyect or winerries,2870000,V15-004021,Quezaltepeque,Terrain,Sale,"well located land  ideal for developing a housing proyect, since  due to its central location and surrounding neighborhoods it becomes atractive, for development it is also ideal for a waeehouse proyect, the shape of the flat land becomes attactiveFacebookTwitterEnviarPrintWhatsapp",110000,"['https://remax-central.com.sv/storage/properties/b76LhrP1jr9DbIUEpsBT-thumb.png', 'https://remax-central.com.sv/storage/properties/l8IjMCaOQWyJBg3g48Pr-thumb.png', 'https://remax-central.com.sv/storage/properties/ys0bW9oorX33WXMc3Yom-thumb.png', 'https://remax-central.com.sv/storage/properties/1NLG2VOnNeKviNTJsmvV-thumb.png', 'https://remax-central.com.sv/storage/properties/G7cr5M8uyLaNpwixDsaa-thumb.png', 'https://remax-central.com.sv/storage/properties/ypjKEZCVo1QgYDVlMcxg-thumb.png', 'https://remax-central.com.sv/storage/properties/7ehEfi8y7dmhCa5biewn-thumb.png', 'https://remax-central.com.sv/storage/properties/b76LhrP1jr9DbIUEpsBT-thumb.png', 'https://remax-central.com.sv/storage/properties/l8IjMCaOQWyJBg3g48Pr-thumb.png', 'https://remax-central.com.sv/storage/properties/ys0bW9oorX33WXMc3Yom-thumb.png', 'https://remax-central.com.sv/storage/properties/1NLG2VOnNeKviNTJsmvV-thumb.png', 'https://remax-central.com.sv/storage/properties/G7cr5M8uyLaNpwixDsaa-thumb.png', 'https://remax-central.com.sv/storage/properties/ypjKEZCVo1QgYDVlMcxg-thumb.png', 'https://remax-central.com.sv/storage/properties/7ehEfi8y7dmhCa5biewn-thumb.png', 'https://remax-central.com.sv/storage/properties/b76LhrP1jr9DbIUEpsBT-thumb.png', 'https://remax-central.com.sv/storage/properties/l8IjMCaOQWyJBg3g48Pr-thumb.png', 'https://remax-central.com.sv/storage/properties/ys0bW9oorX33WXMc3Yom-thumb.png', 'https://remax-central.com.sv/storage/properties/1NLG2VOnNeKviNTJsmvV-thumb.png', 'https://remax-central.com.sv/storage/properties/G7cr5M8uyLaNpwixDsaa-thumb.png']",,,,,
https://remax-central.com.sv/en/properties/warehouse-for-sale-on-alameda-juan-pablo-ii-and-20-av-norte,WAREHOUSE FOR SALE ON ALAMEDA JUAN PABLO II AND 20 AV NORTE,420000,V12-004000,Alameda Juan Pablo Ii,Industrial,Sale,"Warehouse for sale located on Alameda Juan Pablo II and 20 Av Norte, commercial axes with high traffic and added value. It is in the area where the La Constancia Industries complex, La Tiendona market, and other businesses are located.
On 841V2 of land, it has a total of 788m2 of construction, distributed in 588m2 of warehouse on the 1st level and 200m2 of warehouse on the 2nd level, an office on the 1st level with its bathroom, another office on the 2nd level with its bathroom. On the 1st level, of the 588m2, there is an area of ​​117m2 that can be used as a sales room if desired. It has a loading dock, loading and unloading area, metal curtains, a bathroom for employees and an additional bathroom on the first level in the area that can be used as a sales room. It also has a 3rd level where three-phase transformers can be installed.
Let's talk!FacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/ubjrA2qEw7rr3QCBuDTh-thumb.png', 'https://remax-central.com.sv/storage/properties/P6UUeJHvAexxeMiksiOQ-thumb.png', 'https://remax-central.com.sv/storage/properties/wU1P0nkRSwsVuWtQjL7u-thumb.png', 'https://remax-central.com.sv/storage/properties/MsAkyASDplIvkuiZw0GQ-thumb.png', 'https://remax-central.com.sv/storage/properties/sLXRSEev58tcPXhF5M6u-thumb.png', 'https://remax-central.com.sv/storage/properties/0kidvny80kCDf5vBUsVk-thumb.png', 'https://remax-central.com.sv/storage/properties/kYO8dhUYPnupaf18au0V-thumb.png', 'https://remax-central.com.sv/storage/properties/ubjrA2qEw7rr3QCBuDTh-thumb.png', 'https://remax-central.com.sv/storage/properties/P6UUeJHvAexxeMiksiOQ-thumb.png', 'https://remax-central.com.sv/storage/properties/wU1P0nkRSwsVuWtQjL7u-thumb.png', 'https://remax-central.com.sv/storage/properties/MsAkyASDplIvkuiZw0GQ-thumb.png', 'https://remax-central.com.sv/storage/properties/sLXRSEev58tcPXhF5M6u-thumb.png', 'https://remax-central.com.sv/storage/properties/0kidvny80kCDf5vBUsVk-thumb.png', 'https://remax-central.com.sv/storage/properties/kYO8dhUYPnupaf18au0V-thumb.png', 'https://remax-central.com.sv/storage/properties/ubjrA2qEw7rr3QCBuDTh-thumb.png', 'https://remax-central.com.sv/storage/properties/P6UUeJHvAexxeMiksiOQ-thumb.png', 'https://remax-central.com.sv/storage/properties/wU1P0nkRSwsVuWtQjL7u-thumb.png', 'https://remax-central.com.sv/storage/properties/MsAkyASDplIvkuiZw0GQ-thumb.png', 'https://remax-central.com.sv/storage/properties/sLXRSEev58tcPXhF5M6u-thumb.png']",,,782.94,,
https://remax-central.com.sv/en/properties/apartment-for-rent/a,apartment for rent,1250,A01-004015,San Benito,Residential,Rent,"LaSpacious apartment for rent in Condominio Terranova Torre A, Colonia San Benito, with quick access to schools, shopping centers, restaurants, supermarkets and more. 
This apartment has large spaces, the living room connects with the dining room, the kitchen is independent and spacious, it has cabinets and a large window, 3 bedrooms with closet, air conditioning and fans, utility room with bathroom, 2 parking spaces, one outdoors. free and the other in the basement. All its spaces have windows allowing natural light and ventilation undry room, air conditioningFacebookTwitterEnviarPrintWhatsapp",,"['https://remax-central.com.sv/storage/properties/PTKz6PjYpjcqmmdGB4bp-thumb.png', 'https://remax-central.com.sv/storage/properties/37qZFDpX67kiUnSuOnpO-thumb.png', 'https://remax-central.com.sv/storage/properties/UnH8J7xnIMFOO96VjYLn-thumb.png', 'https://remax-central.com.sv/storage/properties/AQbPYJNy1WmDAvaCPaVb-thumb.png', 'https://remax-central.com.sv/storage/properties/xzd77fn6o6NaUHaqZQr8-thumb.png', 'https://remax-central.com.sv/storage/properties/59bFcHau7bHZzoUFGhW8-thumb.png', 'https://remax-central.com.sv/storage/properties/PjPXxoi38z472DW0OvTw-thumb.png', 'https://remax-central.com.sv/storage/properties/DwZtTZnT3CoaSq3pHfoS-thumb.png', 'https://remax-central.com.sv/storage/properties/Pa9i0cLa6xMFOiAoKGLb-thumb.png', 'https://remax-central.com.sv/storage/properties/T4IUiqn1sU6zKhaenriT-thumb.png', 'https://remax-central.com.sv/storage/properties/8sW3FkuBM5vlsup1EApg-thumb.png', 'https://remax-central.com.sv/storage/properties/PTKz6PjYpjcqmmdGB4bp-thumb.png', 'https://remax-central.com.sv/storage/properties/37qZFDpX67kiUnSuOnpO-thumb.png', 'https://remax-central.com.sv/storage/properties/UnH8J7xnIMFOO96VjYLn-thumb.png', 'https://remax-central.com.sv/storage/properties/AQbPYJNy1WmDAvaCPaVb-thumb.png', 'https://remax-central.com.sv/storage/properties/xzd77fn6o6NaUHaqZQr8-thumb.png', 'https://remax-central.com.sv/storage/properties/59bFcHau7bHZzoUFGhW8-thumb.png', 'https://remax-central.com.sv/storage/properties/PjPXxoi38z472DW0OvTw-thumb.png', 'https://remax-central.com.sv/storage/properties/DwZtTZnT3CoaSq3pHfoS-thumb.png', 'https://remax-central.com.sv/storage/properties/Pa9i0cLa6xMFOiAoKGLb-thumb.png', 'https://remax-central.com.sv/storage/properties/T4IUiqn1sU6zKhaenriT-thumb.png', 'https://remax-central.com.sv/storage/properties/8sW3FkuBM5vlsup1EApg-thumb.png', 'https://remax-central.com.sv/storage/properties/PTKz6PjYpjcqmmdGB4bp-thumb.png']",,,,2,
